AHI #,Project ID,Project Name,Owner,Developer,Address,Zip Code,TCAD ID,Council District,Kirwan Opportunity Index,Total Units,Total Affordable Units,Distance to High Freq. Transit,Unit Type,Housing Type,Status,Affordability Start Year,Affordability Expiration Year ,Affordability Period,Date Fee in Lieu Received,Fee in Lieu Status,Required Amount of Fee in Lieu,Units <= 30% MFI,Units <= 40% MFI,Units <= 50% MFI,Units <= 60% MFI,Units <= 65% MFI,Units <= 80% MFI,Market Rate Units,Funding,DDB,ERC,RNY,MDA,NBG,PUDDA,PUDDB,SMART,TOD,UNO,VMU,GO Bond 2006,GO Bond 2013,Location,Property Management Company,Phone Number,Website 
249,3669,Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,,3,High,1,1,>1/2 Mile,Single Family,Ownership,Project Complete,2008,2018,10,,None,,0,0,0,0,0,1,0,A&D,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78741
",,,
249,3670,Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,,3,High,1,1,>1/2 Mile,Single Family,Ownership,Project Complete,2009,2019,10,,None,,0,0,0,0,0,1,0,A&D,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78741
",,,
249,3671,Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,,3,High,1,1,>1/2 Mile,Single Family,Ownership,Project Complete,2009,2019,10,,None,,0,0,0,0,0,1,0,A&D,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78741
",,,
249,3672,Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,,3,High,1,1,>1/2 Mile,Single Family,Ownership,Project Complete,2008,2018,10,,None,,0,0,0,0,0,1,0,A&D,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78741
",,,
249,3673,Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,,3,High,1,1,>1/2 Mile,Single Family,Ownership,Project Complete,2008,2018,10,,None,,0,0,0,0,0,1,0,A&D,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78741
",,,
249,3674,Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,,3,High,1,1,>1/2 Mile,Single Family,Ownership,Project Complete,2009,2019,10,,None,,0,0,0,0,0,1,0,A&D,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78741
",,,
249,3675,Austin Neighborhood Alliance for Habitat - SF,Undisclosed,Austin Neighborhood Alliance for Habitat,Undisclosed,78741,,3,High,1,1,>1/2 Mile,Single Family,Ownership,Project Complete,2008,2018,10,,None,,0,0,0,0,0,1,0,A&D,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78741
",,,
251,3677,Colorado Crossing,Lennar Buffington,Lennar Buffington,Undisclosed,78744,,2,High,"1,030",211,>1/2 Mile,Single Family,Ownership,Building Permit Issued / Project Underway,,,1,,None,,0,0,0,0,0,211,819,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78744
",Lennar Homes,512-563-6298,https://www.lennar.com/new-homes/texas/austin/austin/colorado-crossing
252,3678,Bradshaw Crossing,Lennar Buffington,Lennar Buffington,Undisclosed,78747,735933,2,High,857,177,>1/2 Mile,Single Family,Ownership,Building Permit Issued / Project Underway,,,1,,None,,0,0,0,0,0,177,680,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78747
",Lennar Homes,512-292-6695,https://www.lennar.com/new-homes/texas/austin/austin/bradshaw-crossing
264,3749,Centerra Homes of Texas LLC - Goodnight Ranch PUD,"Bradsher Family Trust and MVE Ventures, LTD",Momark Development LLC,Undisclosed,78747,,2,Very Low,58,23,>1/2 Mile,Single Family,Ownership,Project Certified / Loan Executed,,,1,,None,,0,0,0,0,0,23,35,Development Incentives,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78747
",,,
264,3854,Commons at Goodnight (formerly Villages at Goodnight),"Bradsher Family Trust and MVE Ventures, LTD",Momark Development LLC,2202 E Slaughter Lane,78747,,2,Very Low,304,304,>1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,5,,None,,0,0,0,304,0,0,0,Development Incentives,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,"2202 E Slaughter Lane
Austin, Texas 78747
",,,
271,3762,AHFC - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,Undisclosed,78724,,1,Very Low,1,1,>1/2 Mile,Single Family,Ownership,Project Complete,2017,2018,1,,None,,0,0,0,0,0,1,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78724
",,,
271,3763,AHFC - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,Undisclosed,78741,,3,Very Low,1,1,1/2 Mile,Single Family,Ownership,Project Complete,2017,2018,1,,None,,0,0,0,0,0,1,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78741
",,,
271,3764,AHFC - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,Undisclosed,,,3,Very Low,1,1,1/2 Mile,Single Family,Ownership,Project Complete,2016,2017,1,,None,,0,0,0,0,0,1,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas
",,,
274,3741,Colorado Creek 1 & 2,GCRE/TX Austin Master LLC,GCRE/TX Austin Master LLC,Fallwell Lane,,,2,Very Low,650,240,>1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,5,,None,,0,0,0,240,0,0,410,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Fallwell Lane
Austin, Texas
",,,
275,3872,The Aviary,"Equitable Green Group, Inc","Equitable Green Group, Inc",Undisclosed,78721,,1,Very Low,20,1,>1/2 Mile,Single Family,Ownership,Project Certified / Loan Executed,,,1,,None,,0,0,0,0,0,1,19,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78721
",,,
286,3767,Austin Habitat for Humanity - SF,Austin Habitat for Humanity,Austin Habitat for Humanity,Undisclosed,78741,,3,Very Low,6,6,1/2 Mile,Multifamily,Ownership,Project Certified / Loan Executed,,,1,,None,,0,0,0,0,0,6,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78741
",,,
295,3781,GNDC - SF,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,Undisclosed,78702,,1,Low,2,2,>1/2 Mile,Duplex,Ownership,Project Certified / Loan Executed,,,5,,None,,1,0,1,0,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78702
",,,
297,3796,Goodwin - CLT,Austin Housing Finance Corporation,Austin Housing Finance Corporation,Undisclosed,78702,,3,Very Low,1,1,1/4 Mile,Single Family,Ownership,Project Complete,2015,2114,99,,None,,0,0,0,0,0,1,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78702
",,,
297,3797,Goodwin - CLT,Austin Housing Finance Corporation,Austin Housing Finance Corporation,Undisclosed,78702,,3,Very Low,1,1,1/4 Mile,Single Family,Ownership,Project Complete,2016,2115,99,,None,,0,0,0,0,0,1,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78702
",,,
297,3798,Goodwin - CLT,Austin Housing Finance Corporation,Austin Housing Finance Corporation,Undisclosed,78702,,3,Very Low,1,1,1/4 Mile,Single Family,Ownership,Project Complete,2016,2115,99,,None,,0,0,0,0,0,1,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78702
",,,
301,3816,Colony Park (PUD),Austin Housing Finance Corporation,Austin Housing Finance Corporation,0 Loyola,78724,,1,Very Low,"2,027",405,>1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,40,,None,,0,0,0,405,0,0,"1,622",Development Incentives,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,"0 Loyola
Austin, Texas 78724
",,,
301,4412,Colony Park (PUD),Austin Housing Finance Corporation,Austin Housing Finance Corporation,Undisclosed,78724,,1,Very Low,824,165,>1/2 Mile,Single Family,Ownership,Project Certified / Loan Executed,,,99,,None,$0.00,0,0,0,0,0,165,659,Development Incentives,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78724
",,,
306,3832,Highland Mall Multi-Family,Greystar,Greystar,609 Clayton Lane,78752,,4,Very Low,309,31,1/4 Mile,Multifamily,Rental,Building Permit Issued / Project Underway,,,40,,None,,0,0,0,0,0,31,278,Development Incentives,No,No,No,No,No,No,No,No,No,No,Yes,No,No,"609 Clayton Lane
Austin, Texas 78752
",Greystar,512-975-2869,https://www.greystar.com/?sc_lang=en
307,3876,"Buffington Homebuilding Group, LTD, DBA Buffingtion Homes",Carma Easton LLC,Carma Easton LLC,Undisclosed,,,2,Very Low,1,0,>1/2 Mile,Single Family,Ownership,Project Certified / Loan Executed,,,0,,None,,0,0,0,0,0,0,1,Development Incentives,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"Undisclosed
Austin, Texas
",,,
307,3827,Easton Park (Pilot Knob PUD),Carma Easton LLC,Carma Easton LLC,Undisclosed,,,2,Very Low,"6,364",650,>1/2 Mile,Single Family,Ownership,Project Certified / Loan Executed,,,5,,None,,0,0,0,0,0,650,"5,714",Development Incentives,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"Undisclosed
Austin, Texas
",,,
307,3875,Milestone Community Builders,Carma Easton LLC,Carma Easton LLC,Undisclosed,,,2,Very Low,52,0,>1/2 Mile,Single Family,Ownership,Project Certified / Loan Executed,,,0,,None,,0,0,0,0,0,0,52,Development Incentives,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"Undisclosed
Austin, Texas
",,,
307,3839,Pacesetter Homes - Section 1A,Carma Easton LLC,Carma Easton LLC,Undisclosed,,,2,Very Low,27,0,>1/2 Mile,Single Family,Ownership,Project Certified / Loan Executed,,,0,,None,,0,0,0,0,0,0,27,Development Incentives,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"Undisclosed
Austin, Texas
",,,
309,3825,Austin Gardens,Interlocal Investment,Interlocal Investment,Hudson St and Harold Court,78721,,1,Very Low,34,4,>1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,5,,None,,0,0,0,0,0,4,30,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Hudson St and Harold Court
Austin, Texas 78721
",,,
321,3849,Estancia Hill Country PUD,SLF III Onion Creek LP,"Estancia Villas, LLC",Undisclosed,78652,,5,High,"1,502",155,>1/2 Mile,Single Family,Ownership,Site Plan Approved / Project Underway,,,40,,None,,0,0,0,0,0,155,"1,347",Development Incentives,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"Undisclosed
Austin, Texas 78652
",,,
322,3857,Plyler Resubdivision Home,The Plylers,Guadalupe Neighborhood Development Corporation,Undisclosed,78702,783092,1,Low,1,1,>1/2 Mile,Single Family,Ownership,Project Certified / Loan Executed,,,1,,None,,0,0,0,0,0,1,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78702
",,,
332,3874,AHFC - SF,Undisclosed,Austin Housing Finance Corporation,Undisclosed,78721,,3,Very Low,1,1,>1/2 Mile,Single Family,Ownership,Building Permit Issued / Project Underway,,,1,,None,,0,0,0,0,0,1,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78721
",,,
335,4458,Rainey Street Rehab (Guadalupe Saldana Subdivision),Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,3001 Father Joe Znotas Steet,78702,,3,Very Low,1,1,1/4 Mile,Single Family,Ownership,Project Complete,2015,2114,99,,None,,0,0,0,0,0,1,0,A&D,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,"3001 Father Joe Znotas Steet
Austin, Texas 78702
",,,
335,4461,Guadalupe Saldana - Duplex,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1220 Paul Theresa Saldana Street,78702,,3,Very Low,2,2,1/4 Mile,Duplex,Rental,Project Complete,2013,2112,99,,None,,0,0,2,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,"1220 Paul Theresa Saldana Street
Austin, Texas 78702
",,,
335,4462,Guadalupe Saldana - Duplex,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1216 Paul Theresa Saldana Street,78702,,3,Very Low,2,2,1/4 Mile,Duplex,Rental,Project Complete,2013,2112,99,,None,,0,0,2,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,"1216 Paul Theresa Saldana Street
Austin, Texas 78702
",,,
335,4463,Guadalupe Saldana - Duplex,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1212 Paul Theresa Saldana Street,78702,,3,Very Low,2,2,1/4 Mile,Duplex,Rental,Project Complete,2013,2112,99,,None,,0,0,2,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,"1212 Paul Theresa Saldana Street
Austin, Texas 78702
",,,
335,4464,Guadalupe Saldana - Duplex,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1208 Paul Theresa Saldana Street,78702,,3,Very Low,2,2,1/4 Mile,Duplex,Rental,Project Complete,2013,2112,99,,None,,0,0,2,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,"1208 Paul Theresa Saldana Street
Austin, Texas 78702
",,,
335,4465,Jeremiah House,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1200 Paul Theresa Saldana Street,78702,,3,Very Low,35,35,1/4 Mile,Multifamily,Rental,Project Certified / Loan Executed,2016,2115,99,,None,,0,0,35,0,0,0,0,RHDA,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,"1200 Paul Theresa Saldana Street
Austin, Texas 78702
",,,
336,3881,SMART - SF,Manet-Avilleira & Lage,Manet-Avilleira & Lage,Undisclosed,78723,,1,Very Low,1,1,1/2 Mile,Single Family,Ownership,Building Permit Issued / Project Underway,,,1,,None,,0,0,0,0,0,1,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78723
",,,
340,3885,Meadow Lake,Austin Habitat for Humanity,Austin Habitat for Humanity,Undisclosed,78744,711339,2,Very Low,1,1,1/2 Mile,Single Family,Ownership,Project Complete,2017,2018,1,,None,,0,0,0,1,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78744
",,,
340,4413,Meadow Lake,Austin Habitat for Humanity,Austin Habitat for Humanity,Undisclosed,78744,,2,Very Low,1,1,1/2 Mile,Single Family,Ownership,Project Complete,2017,2018,1,,None,$0.00,0,0,0,1,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78744
",,,
340,4416,Meadow Lake,Austin Habitat for Humanity,Austin Habitat for Humanity,Undisclosed,78744,,2,Very Low,1,1,1/2 Mile,Single Family,Ownership,Project Complete,2017,2018,1,,None,$0.00,0,0,0,1,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78744
",,,
340,4419,Meadow Lake,Austin Habitat for Humanity,Austin Habitat for Humanity,Undisclosed,78744,,2,Very Low,1,1,1/2 Mile,Single Family,Ownership,Project Complete,2017,2018,1,,None,$0.00,0,0,0,1,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78744
",,,
340,4422,Meadow Lake,Austin Habitat for Humanity,Austin Habitat for Humanity,Undisclosed,78744,,2,Very Low,1,1,1/2 Mile,Single Family,Ownership,Project Complete,2017,2018,1,,None,$0.00,0,0,0,1,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78744
",,,
340,4423,Meadow Lake,Austin Habitat for Humanity,Austin Habitat for Humanity,Undisclosed,78744,,2,Very Low,1,1,1/2 Mile,Single Family,Ownership,Project Complete,2017,2018,1,,None,$0.00,0,0,0,1,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78744
",,,
340,4424,Meadow Lake,Austin Habitat for Humanity,Austin Habitat for Humanity,Undisclosed,78744,,2,Very Low,1,1,1/2 Mile,Single Family,Ownership,Project Complete,2017,2018,1,,None,$0.00,0,0,0,1,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78744
",,,
340,4425,Meadow Lake,Austin Habitat for Humanity,Austin Habitat for Humanity,Undisclosed,78744,,2,Very Low,1,1,1/2 Mile,Single Family,Ownership,Project Complete,2017,2018,1,,None,$0.00,0,0,0,1,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78744
",,,
340,4426,Meadow Lake,Austin Habitat for Humanity,Austin Habitat for Humanity,Undisclosed,78744,,2,Very Low,1,1,1/2 Mile,Single Family,Ownership,Project Complete,2017,2018,1,,None,$0.00,0,0,0,1,0,0,0,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78744
",,,
347,4000,AVI - SF - Section 6 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,,9,Moderate,14,0,>1/2 Mile,Single Family,Ownership,Project Complete,,,0,,None,$0.00,0,0,0,0,0,0,14,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78723
",,,
347,4006,CalAtlantic - SF - Section 9 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,,9,Moderate,163,60,>1/2 Mile,Single Family,Ownership,Project Certified / Loan Executed,,,1,,None,$0.00,0,0,0,0,0,60,103,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78723
",,,
347,3984,Centerra - SF - Section 7 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,,9,Moderate,6,0,>1/2 Mile,Single Family,Ownership,Project Complete,,,0,,None,$0.00,0,0,0,0,0,0,6,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78723
",,,
347,3986,Cool River - SF - Section 4 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,,9,Moderate,1,0,>1/2 Mile,Single Family,Ownership,Project Complete,,,0,,None,$0.00,0,0,0,0,0,0,1,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78723
",,,
347,3978,David Weekley - SF - Section 1 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,,9,Moderate,14,0,>1/2 Mile,Single Family,Ownership,Project Complete,,,0,,None,$0.00,0,0,0,0,0,0,14,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78723
",,,
347,3993,David Weekley - SF - Section 4 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,,9,Moderate,90,0,>1/2 Mile,Single Family,Ownership,Project Complete,,,0,,None,$0.00,0,0,0,0,0,0,90,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78723
",,,
347,3999,David Weekley - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,,9,Moderate,138,0,>1/2 Mile,Single Family,Ownership,Project Complete,,,0,,None,$0.00,0,0,0,0,0,0,138,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78723
",,,
347,4003,David Weekley - SF - Section 6 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,,9,Moderate,36,0,>1/2 Mile,Single Family,Ownership,Project Complete,,,0,,None,$0.00,0,0,0,0,0,0,36,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78723
",,,
347,3982,David Weekley - SF - Section 7 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,,9,Moderate,81,0,>1/2 Mile,Single Family,Ownership,Project Complete,,,0,,None,$0.00,0,0,0,0,0,0,81,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78723
",,,
347,3985,David Weekley - SF - Section 9 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,,9,Moderate,8,0,>1/2 Mile,Single Family,Ownership,Project Complete,,,0,,None,$0.00,0,0,0,0,0,0,8,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78723
",,,
347,4157,David Weekley - SF - Section 9 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,,9,Moderate,1,1,>1/2 Mile,Single Family,Ownership,Project Complete,2016,2017,1,,None,$0.00,0,0,0,0,0,1,0,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78723
",,,
347,4158,David Weekley - SF - Section 9 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,,9,Moderate,1,1,>1/2 Mile,Single Family,Ownership,Project Complete,2016,2017,1,,None,$0.00,0,0,0,0,0,1,0,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78723
",,,
347,4159,David Weekley - SF - Section 9 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,,9,Moderate,1,1,>1/2 Mile,Single Family,Ownership,Project Complete,2016,2017,1,,None,$0.00,0,0,0,0,0,1,0,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78723
",,,
347,4160,David Weekley - SF - Section 9 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,,9,Moderate,1,1,>1/2 Mile,Single Family,Ownership,Project Complete,2016,2017,1,,None,$0.00,0,0,0,0,0,1,0,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78723
",,,
347,3987,Durrett - SF - Section 4 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,,9,Moderate,3,0,>1/2 Mile,Single Family,Ownership,Project Complete,,,0,,None,$0.00,0,0,0,0,0,0,3,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78723
",,,
347,3988,Freewater - SF - Section 4 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,,9,Moderate,1,0,>1/2 Mile,Single Family,Ownership,Project Complete,,,0,,None,$0.00,0,0,0,0,0,0,1,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78723
",,,
347,3989,Meritage - SF - Section 4 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,,9,Moderate,52,0,>1/2 Mile,Single Family,Ownership,Project Complete,,,0,,None,$0.00,0,0,0,0,0,0,52,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78723
",,,
347,3994,Meritage - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,,9,Moderate,64,0,>1/2 Mile,Single Family,Ownership,Project Complete,,,0,,None,$0.00,0,0,0,0,0,0,64,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78723
",,,
347,4410,Mueller Apartments,"Catellus Austin, LLC",Catellus Austin LLC,Philomena and Tillery,,,9,Moderate,132,132,>1/2 Mile,Multifamily,Rental,Project Certified / Loan Executed,,,5,,None,$0.00,13,0,66,53,0,0,0,RHDA,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"Philomena and Tillery
Austin, Texas
",,,
347,4341,Muskin - Section 9B,"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,,,9,Moderate,4,0,>1/2 Mile,Single Family,Ownership,Project Certified / Loan Executed,,,0,,None,$0.00,0,0,0,0,0,0,4,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas
",,,
347,3990,Muskin Company - SF - Section 4 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,,9,Moderate,13,0,>1/2 Mile,Single Family,Ownership,Project Complete,,,0,,None,$0.00,0,0,0,0,0,0,13,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78723
",,,
347,3995,Muskin Company - SF - Section 5 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,,9,Moderate,9,0,>1/2 Mile,Single Family,Ownership,Project Complete,,,0,,None,$0.00,0,0,0,0,0,0,9,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78723
",,,
347,3979,Muskin Company - SF - Section 7 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,,9,Moderate,17,0,>1/2 Mile,Single Family,Ownership,Project Complete,,,0,,None,$0.00,0,0,0,0,0,0,17,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78723
",,,
347,3956,Muskin Company - SF - Section 9 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,,9,Moderate,8,0,>1/2 Mile,Single Family,Ownership,Project Certified / Loan Executed,,,0,,None,,0,0,0,0,0,0,8,Development Incentives,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78723
",,,
347,3904,RMMA MDA,"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,,,9,Moderate,862,173,>1/2 Mile,Single Family,Ownership,Building Permit Issued / Project Underway,,,5,,None,,0,0,0,0,0,173,689,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas
",,,
347,3991,Saldana - SF - Section 4 (RMMA MDA),"Catellus Austin, LLC",Catellus Austin LLC,Undisclosed,78723,,9,Moderate,6,0,>1/2 Mile,Single Family,Ownership,Project Complete,,,0,,None,$0.00,0,0,0,0,0,0,6,Development Incentives,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"Undisclosed
Austin, Texas 78723
",,,
